fecha_extraccion,operacion,tipo_propiedad,titulo,precio_usd,alicuota_usd,superficie_m2,habitaciones,banos,estacionamientos,ubicacion_textual,ciudad,provincia,texto_card,url_aviso,pagina_resultado
2026-03-28T23:19:28.234435,alquiler,departamento,Se arrienda departamento sector el bosque,1500.0,,426,3,3.0,2,"Calle Alonso de Torres N 43 02 y Beck rollo El Bosque , Quito",Quito,Pichincha,"USD 1.500 426 m² tot. 3 hab. 3 baños 2 estac. Calle Alonso de Torres N 43 02 y Beck rollo El Bosque , Quito Inmohouse360° te ofrece este espectacular Departamento de arriendo con una vista espectacular Y panoramica de la ciudad. Excelente ubicación en Edificio, Diagonal al C. C. El Bosque, cerca de Instituciones Educativas, Universidades, Restaunates, y varios comercios del sector, a pocos minutos del Hospital Metropolitano. Con excelente iluminación natural y una vista espectacular de la ciudad de Quito. Datos del departamento: Área cubierta del departamento: 260 m2. Área de los parqueaderos: 11, 70 m2. Área de terraza privada: 35 m2. Año de construcción: 2000. Área Total de construcción: 426m2. Piso 9. descripción: * Sala Comedor. * Cocina independiente. * Baño Social. * 1 Dormitorio màster con amplio walk-In-Closet y baño con tina. * 2 Dormitorios con baños completos cada uno. * 1 Dormitorio de empleada con baño completo. * 1 Estudio. * 1 Sala de estar. * Àrea de máquinas. * Dos Estacionamientos cubiertos. * Una Bodega. * 70m2 de terraza. áreas comunales: * Cacha multiusos. * Juegos Infantiles. * Sala Comunal. * Gimnacio. * 2 Asensores. *Jardines y Zona especial para mascotas. * Generador elèctrico 100% * Guardia 24h/7 (física) * Cámaras de Seguridad en Áreas Comunes. * Parqueaderos de visitas. La alícuota ya está incluida en el valor de renta. Valor de renta $1. 500. * 2 meses de garantia. Si lo que buscas es un amplio departamento, en uno de los mejores sectores de la ciudad y con una vista espectacular. Contactanos para ofrecerte mayor información y comocer este flamante departamento, llamanos y agenda una visita con uno de nuestros Asesores Ver datos",https://www.plusvalia.com/propiedades/clasificado/alclapin-se-arrienda-departamento-sector-el-bosque-149089017.html?n_src=Listado&n_pg=1&n_pos=11,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
2026-03-28T23:19:28.234550,alquiler,departamento,Departamento en arriendo en cumbaya colegio aleman,900.0,100.0,180,2,,2,"Colegio Aleman Cumbayá, Quito",Quito,Pichincha,"USD 900 USD 100 Alícuota 180 m² tot. 2 hab. 2 estac. Colegio Aleman Cumbayá, Quito Si buscas un hogar cómodo, bien ubicado y en una urbanización tranquila, este departamento es una excelente eleccións. 180 m con vista panorámica. 2 dormitorios con baño completo(también cuenta con baño social) Sala y comedor independientes. Cocina amplia con comedor diario. Estudio / family room + balcón. Acabados de primera (porcelanato español, chanul) 2 parqueaderos cubiertos + bodega. Cuarto de máquinas. Cuarto y baño de servicio. Urbanización exclusiva. Guardianía 24 horas. Cerca del Colegio Alemán, usfq, Paseo San Francisco y Ruta Viva. Precio: usd 900. Alícuota: usd 100",https://www.plusvalia.com/propiedades/clasificado/alclapin-departamento-en-arriendo-en-cumbaya-colegio-aleman-148868317.html?n_src=Listado&n_pg=1&n_pos=12,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
2026-03-28T23:19:28.234678,alquiler,departamento,Arriendo suite totalmente amoblada en edificio con,650.0,,73,1,1.0,1,"Colon Y Amazonas Centro Norte, Quito",Quito,Pichincha,"USD 650 73 m² tot. 1 hab. 1 baño 1 estac. AV. Colon Y Amazonas Centro Norte, Quito Rento arriendo alquiler suite totalmente amoblada con todo el menaje sector colon Y amazonas – centro norte de quito• Suite en piso alto con excelente vista• Está totalmente amoblado, cocina con menaje completo• No se aceptan mascotas • línea blanca: lavadora-secadora, cocina, horno microondas, extractor de olores• Terraza cubierta y amoblada• El edificio cuenta con todos los amenities para hacer tu vida más fácil• Un Parqueadero en subsuelo• Guardianía 24/7• Parqueaderos de visitas• Excelente ubicación muy cerca de bancos, centros comerciales, bancos, hospitales, colegios, transporte público, salida al valle de los Chillos, Guápulo y Simón Bolivar• Valor del Arriendo $650 incluye condominio, agua e internet• Garantía dos meses a la firma del contratopara mayor informacion comunicarse con uno de nuestros agentes O envíenos un mensaje por whatsapp - bolsa inmobiliaria nacional - bin",https://www.plusvalia.com/propiedades/clasificado/alclapin-arriendo-suite-totalmente-amoblada-en-edificio-con-149300700.html?n_src=Listado&n_pg=1&n_pos=13,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
2026-03-28T23:19:28.234764,alquiler,departamento,USD 1.200 180 m² tot. 2 hab. 2,1200.0,,180,2,2.0,1,"Rento Moderno Departamento dos Dormitorios Tumbaco, Quito",Quito,Pichincha,"USD 1.200 180 m² tot. 2 hab. 2 baños 1 estac. Ruta Viva, Rento Moderno Departamento dos Dormitorios Tumbaco, Quito A estrenar!! Rento excelente departamento duplex entre Cumbaya y Tumbaco en el sector de la ruta viva, Ubicado en piso alto, posee 100m2 mas 80m2 entre terraza con bbq y Balcón en master Hermosa vista!! Complejo con espectaculares areas comunes piscina, canchas de tenis y volley, ciclo ruta, bbq, squash, gym, hidromasaje, sauna, billar, juegos de mesa, cine, seguridad 24/7. $1. 200 Inc condominio ( $200)",https://www.plusvalia.com/propiedades/clasificado/alclapin-arriendo-lindo-departamento-de-dos-dorm.-sector-ruta-149346228.html?n_src=Listado&n_pg=1&n_pos=14,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
2026-03-28T23:19:28.234845,alquiler,departamento,Departamento amoblado de 124 m sup2 en alquiler en la,1000.0,147.0,150,3,2.0,2,"6 de diciembre y Portugal La Carolina, Quito",Quito,Pichincha,"USD 1.000 USD 147 Alícuota 150 m² tot. 3 hab. 2 baños 2 estac. 6 de diciembre y Portugal La Carolina, Quito Ubicado en el sector 6 de Diciembre y Portugal, con acceso inmediato a transporte público. A 100 m de la parada de la Ecovía y a solo 3 cuadras del Parque La Carolina. Restaurantes, cafeterías, farmacias, entidades financieras y servicios a pocos pasos. Área útil: 124, 40 m² Área total: 150 m² 2 parqueaderos. Edificio con: * Guardianía privada. * Cámaras de vigilancia. * Ascensor. * Salón comunal. * Área de bbq. * Área de secado. Distribución: * Sala – comedor con vista a la ciudad. * Cocina amplia con desayunador. * 3 dormitorios amplios y bien iluminados. * 2 ½ baños. * Área de máquinas. * Baño de servicio. Departamento completamente amoblado y en excelente estado. Agende su visita y viva en una de las zonas más dinámicas y cotizadas de Quito. #LaCarolina #DepartamentoAmoblado #ArriendoQuito #QuitoNorte #Inmovez #VidaUrbana #UbicaciónEstratégica",https://www.plusvalia.com/propiedades/clasificado/alclapin-departamento-amoblado-de-124-m-sup2--en-alquiler-en-la-149173798.html?n_src=Listado&n_pg=1&n_pos=15,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
2026-03-28T23:19:28.234911,alquiler,departamento,USD 775 90 m² tot. 2 hab. 2,775.0,,90,2,2.0,1,"República La Carolina, Quito",Quito,Pichincha,"USD 775 90 m² tot. 2 hab. 2 baños 1 estac. Av. República La Carolina, Quito Piso alto vista ala ciudad, rento departamento a estrenar de dos dormitorios, dos baños, sala comedor cocina estilo americano, acabados de lujo. Edificio con Gym, sala comunal, terraza con Jacuzzi, area de bbq, area de busines center y mucho mas. Guardiania 24/7. Ubicacion previligiada a pasos del Mall El Jardin, a pasos del Parque La Carolina y estacion del metro. Valor $800 sin muebles. Valor amoblado $1. 200",https://www.plusvalia.com/propiedades/clasificado/alclapin-la-carolina-a-estrenar-departamento-dos-dorm.-149348473.html?n_src=Listado&n_pg=1&n_pos=16,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
2026-03-28T23:19:28.234977,alquiler,departamento,Departamento en renta republica de el salvador,1300.0,,123,3,,1,"Finlandia República de El Salvador, Quito",Quito,Pichincha,"USD 1.300 123 m² tot. 3 hab. 1 estac. Finlandia República de El Salvador, Quito Elegante departamento con vista en piso 8amoblado3 dormitorios cada uno con bañococina americanaamplio balcónlocalizado en calle de alta seguridaden el sector más demandado de la zona Republica del Salvador1 parqueadero1 bodegael gas es centralizadoPrecio incluye alicuota, agua caliente, electricidad, guardia 24/7video vigilanciagym semiequipadoárea infantilmesa de pingpongterraza panorámicasala de eventos",https://www.plusvalia.com/propiedades/clasificado/alclapin-departamento-en-renta-republica-de-el-salvador-148829009.html?n_src=Listado&n_pg=1&n_pos=17,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
2026-03-28T23:19:28.235054,alquiler,departamento,Renta departamento amoblado en naciones unidas,1790.0,,145,3,3.0,1,"Naciones Unidas La Carolina, Quito",Quito,Pichincha,"USD 1.790 145 m² tot. 3 hab. 3 baños 1 estac. Av. Naciones Unidas La Carolina, Quito Renta departamento amoblado en naciones unidas, edificio unique, 3 habitaciones cada una con su baño. Excelente ubicación en el sector de Naciones Unidas, zona estratégica cerca de la Plataforma Gubernamental, Quicentro Norte, Parque La Carolina, cci y Estadio Olímpico. Área habitable: 125 m² Piso medio. Distribución: 3 habitaciones, cada una con baño privado. Baño social. Sala y comedor amplios. Cocina equipada. Incluye: 1 parqueadero. 1 bodega. El edificio cuenta con amenidades premium: Piscina. Sauna e hidromasajes. Gimnasio. Área bbq. Guardianía 24/7. Valor de renta: $1. 690 (incluye condominio e internet) Ideal para ejecutivos, expatriados o familias que buscan comodidad, seguridad y excelente ubicación.",https://www.plusvalia.com/propiedades/clasificado/alclapin-renta-departamento-amoblado-en-naciones-unidas-149103871.html?n_src=Listado&n_pg=1&n_pos=18,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
2026-03-28T23:19:28.235124,alquiler,departamento,Departamento con ubicacion privilegiada en cumbaya,1270.0,130.0,90,2,3.0,2,"Vía Lactea Cumbayá, Quito",Quito,Pichincha,"USD 1.270 USD 130 Alícuota 90 m² tot. 2 hab. 3 baños 2 estac. Vía Lactea Cumbayá, Quito Departamento ubicado en la Zona del Colegio Menor, La Victoria, Edf. Olivo. Esta Urbanización cuenta con áreas comunal, piscina, área de niños, gimnasio, roof top con zona de bbq. El departamento 2 habitaciones, sala exterior con chimenea, tiene todo el sistema eléctrico, calentamiento de agua con bomba de calor, sistema eléctrico en las cortinas, jacuzzi en el dormitorio master, toda la iluminación es de Studio K, dos estacionamientos y bodega. Zona céntrica de Cumbayá cercanía a colegios y lugares de esparcimiento, tiene acceso directo al Chaquiñán, guardianía 24 horas, tiene planta eléctrica para uso 100% del edificio. Condominio $130, 71 al mes.",https://www.plusvalia.com/propiedades/clasificado/alclapin-departamento-con-ubicacion-privilegiada-en-cumbaya-149103878.html?n_src=Listado&n_pg=1&n_pos=19,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
2026-03-28T23:19:28.235181,alquiler,departamento,Bosque amoblado de lujo penthouse 350 m con amplia,2000.0,300.0,450,4,4.0,2,"SECTOR EL BOSQUE El Bosque , Quito",Quito,Pichincha,"USD 2.000 USD 300 Alícuota 450 m² tot. 4 hab. 4 baños 2 estac. SECTOR EL BOSQUE El Bosque , Quito Kanda inmobiliaria arriendo: (favor comunicarse exclusivamente solo clientes interesados, gracias) amoblado de lujo bosque hermoso penthouse arriendo. 350 metros de construccion con vista A quito. (en el valor de arriendo incluye el valor de la alicuota) con amplia terraza 100 metros. pergola. 4 dormitorios. estudio. sala familiar. ambiente social de sala comedor super amplio. gimnacio. bbq. hermosa cocina con desayunador. area de maquinas. area de servicio. 2 parqueaderos. 1 bodega. guardiania las 24 horas. parqueadero de visitas. Ideal para clientes que buscan ubicación estratégica y comodidad. ¡Contáctanos y agenda tu visita hoy mismo!",https://www.plusvalia.com/propiedades/clasificado/alclapin-bosque-amoblado-de-lujo-penthouse-350-m-con-amplia-148989287.html?n_src=Listado&n_pg=1&n_pos=20,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
2026-03-28T23:19:28.235250,alquiler,departamento,USD 400 USD 35 Alícuota 91 m² tot.,400.0,35.0,91,3,2.0,1,"Avenida Chillo Jijon Conocoto, Quito",Quito,Pichincha,"USD 400 USD 35 Alícuota 91 m² tot. 3 hab. 2 baños 1 estac. Avenida Chillo Jijon Conocoto, Quito Departamento en Renta en Dean Bajo | 3 Dormitorios + Balcón | Vista Panorámica | Ascensor. Amplio y moderno departamento en renta ubicado en el sector Dean Bajo Conocoto Valle de los Chillos. Distribución. Departamento de 3 dormitorios. Dormitorio máster amplio con clóset y baño privado. 2 dormitorios adicionales con amplios clósets. 1 baño completo compartido. Sala y comedor con excelente iluminación natural. Cocina estilo americano con muebles altos y bajos. Desayunador con mesón de granito. Área de máquinas. Balcón privado con buena vista. 1 parqueadero cubierto. Exterior. Áreas verdes. Terraza comunal con pérgola. Zona bbq. Parque infantil. Ubicación y entorno. Ubicado en Dean Bajo Conocoto. Cerca de la Unidad Educativa Gutenberg Schule. A pocos minutos del Municipio del Valle de los Chillos. Cercano a San Luis Shopping, Santa María, Tuti y farmacias. Transporte público a pocos pasos. Sector residencial con fácil acceso a servicios y comercios. Características destacadas. Departamento con excelente vista desde el balcón. Ascensor que llega a todos los pisos. Conjunto con seguridad y guardianía. Salón comunal con baños. Parqueaderos de visitas. Cisterna comunal. Generador eléctrico para áreas comunales. Ideal para. Familias que buscan comodidad y seguridad. Personas que desean vivir en el Valle de los Chillos con buena ubicación. Clientes que valoran espacios amplios, vista y accesibilidad",https://www.plusvalia.com/propiedades/clasificado/alclapin-renta-departamento-3-dorm.-con-balcon-vista-panoramica-149338564.html?n_src=Listado&n_pg=1&n_pos=21,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
2026-03-28T23:19:28.235341,alquiler,departamento,Lindo departamento urbanizacion exclusiva sector,1130.0,120.0,280,3,2.0,2,"Miravalle Cumbayá, Quito",Quito,Pichincha,"USD 1.130 USD 120 Alícuota 280 m² tot. 3 hab. 2 baños 2 estac. Miravalle Cumbayá, Quito Venta o Alquiler amplio departamento Urbanización exclusiva, sector Miravalle, CumbayáExcelente ubicación cerca de Quito. Perfecto para los que buscan un departamento con jardín para sus mascotas. 180 m2 de área construida100 m2 de jardínPrecio de venta $225. 000Precio de alquiler $1250 (en el precio está incluído alícuota urbanización y alícuota del edificio) 3 habitacionesAmplio estudio y sala de estar que puede ser un cuarto dormitorio2 baños y medioAmplio jardín con jacuzziLa Urbanización tiene: Amplias áreas verdes con juegos infantiles, cancha de fútbol, cancha de tenis, básquet, seguridad, senderos, etcExcelente ubicación entre Quito y Cumbayá. #RentaQuito #RentaCumbayá #RentaMiravalle #DepartamentoEnRenta #VivirEnCumbayá #InmobiliariaQuito #CasaConJardín #DepartamentoDeLujo #VivirEnQuito #DepartamentoConJardín #PetFriendlyQuito #DepartamentoConJacuzzi #UrbanizaciónExclusiva #AmpliasÁreasVerdes #Seguridad24Horas #EspaciosAmplios #VidaTranquila #CumbayáLife #usfq #UniversidadSanFrancisco #RutaViva #ValleDeCumbayá #Miravalle #EntreQuitoycumbayá #VivirBien #VivirTranquilo #Confortyestilo #FamiliasFelices #ExclusividadQuito #JardínPrivado #Deporteynaturaleza",https://www.plusvalia.com/propiedades/clasificado/alclapin-lindo-departamento-urbanizacion-exclusiva-sector-149287818.html?n_src=Listado&n_pg=1&n_pos=23,https://www.plusvalia.com/alquiler/departamentos/pichincha/quito
